start_time,coinbase_premium_gap,coinbase_premium_gap_usdt_adjusted,coinbase_premium_index,coinbase_premium_index_usdt_adjusted,datetime
1674900000000,7.29,14.84216778,0.03173087,0.06458164,2023-01-28 10:00:00+00:00
1674903600000,4.57,9.26052619,0.01988555,0.04028733,2023-01-28 11:00:00+00:00
1674907200000,3.59,8.95211685,0.01563912,0.03898901,2023-01-28 12:00:00+00:00
1674910800000,4.43,7.38602217,0.01928594,0.0321508,2023-01-28 13:00:00+00:00
1674914400000,8.48,11.46090146,0.03695081,0.04993332,2023-01-28 14:00:00+00:00
1674918000000,4.51,3.63069085,0.01959801,0.01577761,2023-01-28 15:00:00+00:00
1674921600000,6.37,28.55994732,0.02767383,0.12395621,2023-01-28 16:00:00+00:00
1674925200000,6.12,9.3891527,0.02658678,0.04078299,2023-01-28 17:00:00+00:00
1674928800000,7.32,11.42151861,0.03182843,0.04965357,2023-01-28 18:00:00+00:00
1674932400000,5.62,12.20648938,0.02439305,0.0529659,2023-01-28 19:00:00+00:00
1674936000000,5.97,5.76949888,0.02599392,0.02512114,2023-01-28 20:00:00+00:00
1674939600000,6.43,7.09336066,0.02795481,0.03083792,2023-01-28 21:00:00+00:00
1674943200000,6.98,11.03876856,0.03037737,0.04803289,2023-01-28 22:00:00+00:00
1674946800000,6.35,6.844065,0.02758159,0.02972696,2023-01-28 23:00:00+00:00
1674950400000,5.57,5.85937413,0.02409904,0.02535073,2023-01-29 00:00:00+00:00
1674954000000,5.03,7.9240501,0.02165087,0.03410362,2023-01-29 01:00:00+00:00
1674957600000,8.29,17.49816867,0.03582064,0.07557856,2023-01-29 02:00:00+00:00
1674961200000,8.55,11.38099007,0.03686389,0.0490639,2023-01-29 03:00:00+00:00
1674964800000,6.99,11.57631204,0.03009184,0.049826,2023-01-29 04:00:00+00:00
1674968400000,5.68,17.13665612,0.02443063,0.07367131,2023-01-29 05:00:00+00:00
1674972000000,7.76,6.85896715,0.03345032,0.02956747,2023-01-29 06:00:00+00:00
1674975600000,4.27,2.51369984,0.01840211,0.01083393,2023-01-29 07:00:00+00:00
1674979200000,5.94,6.11865828,0.02563408,0.02640487,2023-01-29 08:00:00+00:00
1674982800000,4.94,2.48917664,0.02120463,0.01068575,2023-01-29 09:00:00+00:00
1674986400000,2.69,14.37485679,0.01147218,0.06127463,2023-01-29 10:00:00+00:00
1674990000000,4.45,7.52172317,0.01899099,0.03209578,2023-01-29 11:00:00+00:00
1674993600000,6.5,13.83013194,0.02768525,0.05888785,2023-01-29 12:00:00+00:00
1674997200000,4.03,13.20618498,0.01712057,0.0560817,2023-01-29 13:00:00+00:00
1675000800000,4.1,13.38408672,0.01741821,0.05683779,2023-01-29 14:00:00+00:00
1675004400000,4.35,12.38805275,0.0184909,0.0526409,2023-01-29 15:00:00+00:00
1675008000000,2.37,3.64744159,0.01004815,0.01546331,2023-01-29 16:00:00+00:00
1675011600000,5.92,17.70507388,0.02509391,0.07501142,2023-01-29 17:00:00+00:00
1675015200000,3.98,19.60505513,0.01680815,0.08274052,2023-01-29 18:00:00+00:00
1675018800000,1.13,8.99477914,0.00472846,0.03762607,2023-01-29 19:00:00+00:00
1675022400000,-0.01,5.03947136,-4.22e-05,0.02126027,2023-01-29 20:00:00+00:00
1675026000000,0.87,3.5140115,0.00365635,0.01476671,2023-01-29 21:00:00+00:00
1675029600000,3.53,9.24047766,0.0148532,0.03887185,2023-01-29 22:00:00+00:00
1675033200000,3.5,6.66888478,0.01474162,0.02808487,2023-01-29 23:00:00+00:00
1675036800000,1.56,-3.88929058,0.00656803,-0.01637873,2023-01-30 00:00:00+00:00
1675040400000,1.71,4.9653461,0.00722431,0.02097443,2023-01-30 01:00:00+00:00
1675044000000,-0.75,2.46771502,-0.00317182,0.01043476,2023-01-30 02:00:00+00:00
1675047600000,2.96,6.99896239,0.01248869,0.02952466,2023-01-30 03:00:00+00:00
1675051200000,1.92,1.45584344,0.0080952,0.00613832,2023-01-30 04:00:00+00:00
1675054800000,2.24,-8.30076756,0.00944004,-0.0349975,2023-01-30 05:00:00+00:00
1675058400000,1.03,-5.40342887,0.00434739,-0.0228128,2023-01-30 06:00:00+00:00
1675062000000,2.92,-2.2721975,0.01235048,-0.00961263,2023-01-30 07:00:00+00:00
1675065600000,2.99,2.92147311,0.01269706,0.0124061,2023-01-30 08:00:00+00:00
1675069200000,2.61,2.49450782,0.01125427,0.01075632,2023-01-30 09:00:00+00:00
1675072800000,2.01,4.78969495,0.00864756,0.0206041,2023-01-30 10:00:00+00:00
1675076400000,-2.15,-0.3831889,-0.00931645,-0.00166032,2023-01-30 11:00:00+00:00
1675080000000,2.59,4.33571983,0.01122365,0.01878723,2023-01-30 12:00:00+00:00
1675083600000,0.96,6.40472485,0.00416356,0.027771,2023-01-30 13:00:00+00:00
1675087200000,0.8,6.13218467,0.00343529,0.02632626,2023-01-30 14:00:00+00:00
1675090800000,-1.0,-1.51247686,-0.00431434,-0.00652549,2023-01-30 15:00:00+00:00
1675094400000,-0.78,0.12526675,-0.00336637,0.00054061,2023-01-30 16:00:00+00:00
1675098000000,1.04,7.19737706,0.00450042,0.03113712,2023-01-30 17:00:00+00:00
1675101600000,1.67,8.17201123,0.00721731,0.03530738,2023-01-30 18:00:00+00:00
1675105200000,0.96,13.15491277,0.00421332,0.05770442,2023-01-30 19:00:00+00:00
1675108800000,-0.62,-0.53170544,-0.00273154,-0.00234253,2023-01-30 20:00:00+00:00
1675112400000,2.16,9.46800568,0.00949714,0.04161576,2023-01-30 21:00:00+00:00
1675116000000,6.84,10.51086432,0.03009264,0.04623517,2023-01-30 22:00:00+00:00
1675119600000,9.88,12.07336475,0.04328369,0.05288761,2023-01-30 23:00:00+00:00
1675123200000,3.15,9.45244259,0.01379865,0.04139522,2023-01-31 00:00:00+00:00
1675126800000,1.54,12.21861178,0.00674544,0.05349441,2023-01-31 01:00:00+00:00
1675130400000,1.93,8.77229277,0.00844346,0.03836597,2023-01-31 02:00:00+00:00
1675134000000,-2.19,0.70045557,-0.00959054,0.00306708,2023-01-31 03:00:00+00:00
1675137600000,-0.71,-3.9394282,-0.00310565,-0.01723408,2023-01-31 04:00:00+00:00
1675141200000,-2.99,0.73567122,-0.01313758,0.00323189,2023-01-31 05:00:00+00:00
1675144800000,0.68,0.32299032,0.00298087,0.00141589,2023-01-31 06:00:00+00:00
1675148400000,-0.15,-1.78628047,-0.00065279,-0.00777435,2023-01-31 07:00:00+00:00
1675152000000,-1.55,1.98037649,-0.00676483,0.00864184,2023-01-31 08:00:00+00:00
1675155600000,-0.61,-2.02857634,-0.00266476,-0.00886231,2023-01-31 09:00:00+00:00
1675159200000,-0.71,-4.34458439,-0.0031101,-0.01903413,2023-01-31 10:00:00+00:00
1675162800000,-1.41,7.28252187,-0.00616651,0.03183738,2023-01-31 11:00:00+00:00
1675166400000,0.67,-1.97164241,0.00292638,-0.00861261,2023-01-31 12:00:00+00:00
1675170000000,-3.28,-0.07920798,-0.01418249,-0.00034244,2023-01-31 13:00:00+00:00
1675173600000,2.02,2.56146197,0.00873716,0.0110789,2023-01-31 14:00:00+00:00
1675177200000,-0.26,9.51242877,-0.00112448,0.04112313,2023-01-31 15:00:00+00:00
1675180800000,2.52,14.3195422,0.01090476,0.06193312,2023-01-31 16:00:00+00:00
1675184400000,2.05,15.42260627,0.00885437,0.06657489,2023-01-31 17:00:00+00:00
1675188000000,1.41,8.59770241,0.00608652,0.037102,2023-01-31 18:00:00+00:00
1675191600000,1.62,-2.06931117,0.00699365,-0.00893478,2023-01-31 19:00:00+00:00
1675195200000,-1.16,4.41130575,-0.00502264,0.01909575,2023-01-31 20:00:00+00:00
1675198800000,3.54,8.99398567,0.01542572,0.0391824,2023-01-31 21:00:00+00:00
1675202400000,-0.85,-1.53594976,-0.00366667,-0.00662586,2023-01-31 22:00:00+00:00
1675206000000,3.73,2.97565826,0.01612964,0.01286806,2023-01-31 23:00:00+00:00
1675209600000,-0.64,3.86518021,-0.00277228,0.01673946,2023-02-01 00:00:00+00:00
1675213200000,0.61,7.35962997,0.00263806,0.03181877,2023-02-01 01:00:00+00:00
1675216800000,-0.62,10.59498325,-0.002683,0.04582675,2023-02-01 02:00:00+00:00
1675220400000,1.4,0.24696003,0.0060527,0.00106775,2023-02-01 03:00:00+00:00
1675224000000,0.39,-2.7546424,0.00168569,-0.01190793,2023-02-01 04:00:00+00:00
1675227600000,1.61,4.02081491,0.00696407,0.01739025,2023-02-01 05:00:00+00:00
1675231200000,-0.08,0.93627783,-0.00034683,0.00405899,2023-02-01 06:00:00+00:00
1675234800000,0.06,8.99367513,0.00026,0.03895792,2023-02-01 07:00:00+00:00
1675238400000,1.81,1.36001185,0.00787572,0.00591783,2023-02-01 08:00:00+00:00
1675242000000,4.22,3.28813991,0.01835432,0.0143019,2023-02-01 09:00:00+00:00
1675245600000,2.0,10.57394049,0.00869705,0.04596391,2023-02-01 10:00:00+00:00
1675249200000,-0.8,0.16648654,-0.00346658,0.00072139,2023-02-01 11:00:00+00:00
1675252800000,0.63,5.9558525,0.00273193,0.02582096,2023-02-01 12:00:00+00:00
1675256400000,0.26,-3.21815183,0.00112622,-0.01394188,2023-02-01 13:00:00+00:00
1675260000000,1.3,4.43919489,0.00562746,0.01921385,2023-02-01 14:00:00+00:00
1675263600000,1.68,8.02010751,0.00731079,0.03489116,2023-02-01 15:00:00+00:00
1675267200000,3.6,11.50228846,0.01565228,0.04999309,2023-02-01 16:00:00+00:00
1675270800000,-0.19,1.73645994,-0.00082629,0.00755107,2023-02-01 17:00:00+00:00
1675274400000,0.28,14.98806089,0.00121332,0.06490592,2023-02-01 18:00:00+00:00
1675278000000,0.45,14.31251329,0.00192423,0.06116495,2023-02-01 19:00:00+00:00
1675281600000,1.89,15.60742844,0.00801761,0.06617008,2023-02-01 20:00:00+00:00
1675285200000,-0.23,4.75959723,-0.00097124,0.02009452,2023-02-01 21:00:00+00:00
1675288800000,2.09,5.27936311,0.00881317,0.02225918,2023-02-01 22:00:00+00:00
1675292400000,3.31,16.27657612,0.01394702,0.06854555,2023-02-01 23:00:00+00:00
1675296000000,5.38,10.7980426,0.02224073,0.04462874,2023-02-02 00:00:00+00:00
1675299600000,8.13,8.31058715,0.03394494,0.03469868,2023-02-02 01:00:00+00:00
1675303200000,6.03,9.91325419,0.02524577,0.04149702,2023-02-02 02:00:00+00:00
1675306800000,6.89,13.21655661,0.02889058,0.05540388,2023-02-02 03:00:00+00:00
1675310400000,5.33,11.0069582,0.02231725,0.0460763,2023-02-02 04:00:00+00:00
1675314000000,5.25,6.84252841,0.02205455,0.02874263,2023-02-02 05:00:00+00:00
1675317600000,7.95,23.74254439,0.03342238,0.09974911,2023-02-02 06:00:00+00:00
1675321200000,6.35,14.75543686,0.02670185,0.06202492,2023-02-02 07:00:00+00:00
1675324800000,6.13,13.42624031,0.02575675,0.05639645,2023-02-02 08:00:00+00:00
1675328400000,6.93,10.05375568,0.02907988,0.04218235,2023-02-02 09:00:00+00:00
1675332000000,6.59,15.35299264,0.02771217,0.06453837,2023-02-02 10:00:00+00:00
1675335600000,7.79,12.26539366,0.03270294,0.05148126,2023-02-02 11:00:00+00:00
1675339200000,4.42,11.54118739,0.01857084,0.04847633,2023-02-02 12:00:00+00:00
1675342800000,0.72,15.96979397,0.00302947,0.06715136,2023-02-02 13:00:00+00:00
1675346400000,3.28,6.04816815,0.01389294,0.02561494,2023-02-02 14:00:00+00:00
1675350000000,5.69,14.07244499,0.02386795,0.05900919,2023-02-02 15:00:00+00:00
1675353600000,4.87,12.20337539,0.02047048,0.05127967,2023-02-02 16:00:00+00:00
1675357200000,5.47,15.42539488,0.02289342,0.06453252,2023-02-02 17:00:00+00:00
1675360800000,5.85,18.95419176,0.02431973,0.07875381,2023-02-02 18:00:00+00:00
1675364400000,2.01,4.81465682,0.00844447,0.02022508,2023-02-02 19:00:00+00:00
1675368000000,9.96,12.62801854,0.04172121,0.0528913,2023-02-02 20:00:00+00:00
1675371600000,2.04,-11.99891019,0.00869726,-0.05118635,2023-02-02 21:00:00+00:00
1675375200000,5.39,-0.10988523,0.02288152,-0.00046659,2023-02-02 22:00:00+00:00
1675378800000,4.9,10.81592443,0.02086088,0.04603528,2023-02-02 23:00:00+00:00
1675382400000,5.33,6.197924,0.02262992,0.02631395,2023-02-03 00:00:00+00:00
1675386000000,5.36,15.49812365,0.02275514,0.06576682,2023-02-03 01:00:00+00:00
1675389600000,5.44,11.91452911,0.02317314,0.05073915,2023-02-03 02:00:00+00:00
1675393200000,4.06,2.00028857,0.0172515,0.00850025,2023-02-03 03:00:00+00:00
1675396800000,1.32,-0.32875794,0.00561303,-0.00139807,2023-02-03 04:00:00+00:00
1675400400000,4.19,-5.56711051,0.01781191,-0.0236759,2023-02-03 05:00:00+00:00
1675404000000,4.73,18.55432145,0.02011606,0.07886267,2023-02-03 06:00:00+00:00
1675407600000,0.62,9.83712558,0.00264322,0.04192174,2023-02-03 07:00:00+00:00
1675411200000,1.23,-0.70923322,0.00525113,-0.00302812,2023-02-03 08:00:00+00:00
1675414800000,-1.19,2.74134485,-0.00508044,0.0117016,2023-02-03 09:00:00+00:00
1675418400000,2.04,20.71218612,0.00870608,0.08832264,2023-02-03 10:00:00+00:00
1675422000000,2.3,1.94769407,0.00977304,0.00827616,2023-02-03 11:00:00+00:00
1675425600000,2.25,5.25928602,0.00956439,0.02235354,2023-02-03 12:00:00+00:00
1675429200000,-4.64,3.68050547,-0.01987439,0.01575899,2023-02-03 13:00:00+00:00
1675432800000,3.25,9.08301373,0.01381901,0.03861144,2023-02-03 14:00:00+00:00
1675436400000,5.23,17.04253755,0.02215786,0.07216773,2023-02-03 15:00:00+00:00
1675440000000,2.61,10.96943281,0.01109731,0.04662373,2023-02-03 16:00:00+00:00
1675443600000,4.9,22.34681874,0.02084523,0.09499567,2023-02-03 17:00:00+00:00
1675447200000,3.79,23.56769108,0.01618392,0.10055293,2023-02-03 18:00:00+00:00
1675450800000,1.97,8.787354,0.00845204,0.03769001,2023-02-03 19:00:00+00:00
1675454400000,-2.98,16.46831382,-0.01276868,0.07050451,2023-02-03 20:00:00+00:00
1675458000000,5.04,5.36239655,0.0215578,0.02293648,2023-02-03 21:00:00+00:00
1675461600000,4.77,10.53414723,0.02036632,0.04496625,2023-02-03 22:00:00+00:00
1675465200000,1.64,9.23591902,0.00699901,0.03940323,2023-02-03 23:00:00+00:00
1675468800000,2.21,9.78144853,0.00943989,0.04176737,2023-02-04 00:00:00+00:00
1675472400000,2.5,14.03079755,0.0106957,0.05999809,2023-02-04 01:00:00+00:00
1675476000000,3.68,7.58748158,0.01573531,0.03243789,2023-02-04 02:00:00+00:00
1675479600000,0.27,4.49796204,0.00115664,0.01926515,2023-02-04 03:00:00+00:00
1675483200000,2.26,0.39648386,0.0096839,0.00169903,2023-02-04 04:00:00+00:00
1675486800000,2.55,4.38258619,0.01093839,0.01879792,2023-02-04 05:00:00+00:00
1675490400000,3.96,5.22609898,0.01696787,0.02239165,2023-02-04 06:00:00+00:00
1675494000000,-0.79,0.7291962,-0.00338632,0.00312548,2023-02-04 07:00:00+00:00
1675497600000,3.13,6.04639232,0.01343487,0.02594962,2023-02-04 08:00:00+00:00
1675501200000,3.4,5.56642066,0.01456725,0.02384704,2023-02-04 09:00:00+00:00
1675504800000,1.9,2.82619909,0.00814199,0.01211051,2023-02-04 10:00:00+00:00
1675508400000,1.83,7.42632143,0.00783264,0.03177803,2023-02-04 11:00:00+00:00
1675512000000,3.37,10.6122938,0.01439381,0.04531279,2023-02-04 12:00:00+00:00
1675515600000,3.4,9.1927293,0.01446579,0.03910215,2023-02-04 13:00:00+00:00
1675519200000,2.78,2.33769681,0.01184776,0.00996294,2023-02-04 14:00:00+00:00
1675522800000,3.36,4.8137694,0.01434582,0.02055155,2023-02-04 15:00:00+00:00
1675526400000,3.41,14.1668342,0.01456777,0.06049396,2023-02-04 16:00:00+00:00
1675530000000,5.93,13.08775981,0.02529903,0.05581898,2023-02-04 17:00:00+00:00
1675533600000,4.34,10.5725598,0.01851089,0.0450819,2023-02-04 18:00:00+00:00
1675537200000,2.7,5.90114787,0.01152571,0.02518727,2023-02-04 19:00:00+00:00
1675540800000,1.79,-1.84619227,0.0076455,-0.00788673,2023-02-04 20:00:00+00:00
1675544400000,3.68,14.93978298,0.01571711,0.06377642,2023-02-04 21:00:00+00:00
1675548000000,2.93,5.77485531,0.01251982,0.02467282,2023-02-04 22:00:00+00:00
1675551600000,2.03,8.47100706,0.00870242,0.03630439,2023-02-04 23:00:00+00:00
1675555200000,2.23,17.45392924,0.00957451,0.07488953,2023-02-05 00:00:00+00:00
1675558800000,2.9,18.62665731,0.01243595,0.07982209,2023-02-05 01:00:00+00:00
1675562400000,4.21,20.42859875,0.01807471,0.08764464,2023-02-05 02:00:00+00:00
